wu,wr,wd,wl,x_a,y_a,x_s,y_s,au,ar,ad,al,direction
432,672,128,128,624,72,128,128,0,1,1,0,2
440,672,120,128,624,72,128,120,0,1,1,0,2
448,672,112,128,624,72,128,112,0,1,1,0,2
456,672,104,128,624,72,128,104,0,1,1,0,2
464,672,96,128,624,72,128,96,0,1,1,0,2
472,672,88,128,624,72,128,88,0,1,1,0,2
480,672,80,128,624,72,128,80,0,1,1,0,2
488,672,72,128,624,72,128,72,0,1,0,0,1
488,664,72,136,624,72,136,72,0,1,0,0,1
488,656,72,144,624,72,144,72,0,1,0,0,1
488,648,72,152,624,72,152,72,0,1,0,0,1
488,640,72,160,624,72,160,72,0,1,0,0,1
488,632,72,168,624,72,168,72,0,1,0,0,1
488,624,72,176,624,72,176,72,0,1,0,0,1
488,616,72,184,624,72,184,72,0,1,0,0,1
488,608,72,192,624,72,192,72,0,1,0,0,1
488,600,72,200,624,72,200,72,0,1,0,0,1
488,592,72,208,624,72,208,72,0,1,0,0,1
488,584,72,216,624,72,216,72,0,1,0,0,1
488,576,72,224,624,72,224,72,0,1,0,0,1
488,568,72,232,624,72,232,72,0,1,0,0,1
488,560,72,240,624,72,240,72,0,1,0,0,1
488,552,72,248,624,72,248,72,0,1,0,0,1
488,544,72,256,624,72,256,72,0,1,0,0,1
488,536,72,264,624,72,264,72,0,1,0,0,1
488,528,72,272,624,72,272,72,0,1,0,0,1
488,520,72,280,624,72,280,72,0,1,0,0,1
488,512,72,288,624,72,288,72,0,1,0,0,1
488,504,72,296,624,72,296,72,0,1,0,0,1
488,496,72,304,624,72,304,72,0,1,0,0,1
488,488,72,312,624,72,312,72,0,1,0,0,1
488,480,72,320,624,72,320,72,0,1,0,0,1
488,472,72,328,624,72,328,72,0,1,0,0,1
488,464,72,336,624,72,336,72,0,1,0,0,1
488,456,72,344,624,72,344,72,0,1,0,0,1
488,448,72,352,624,72,352,72,0,1,0,0,1
488,440,72,360,624,72,360,72,0,1,0,0,1
488,432,72,368,624,72,368,72,0,1,0,0,1
488,424,72,376,624,72,376,72,0,1,0,0,1
488,416,72,384,624,72,384,72,0,1,0,0,1
488,408,72,392,624,72,392,72,0,1,0,0,1
488,400,72,400,624,72,400,72,0,1,0,0,1
488,392,72,408,624,72,408,72,0,1,0,0,1
488,384,72,416,624,72,416,72,0,1,0,0,1
488,376,72,424,624,72,424,72,0,1,0,0,1
488,368,72,432,624,72,432,72,0,1,0,0,1
488,360,72,440,624,72,440,72,0,1,0,0,1
488,352,72,448,624,72,448,72,0,1,0,0,1
488,344,72,456,624,72,456,72,0,1,0,0,1
488,336,72,464,624,72,464,72,0,1,0,0,1
488,328,72,472,624,72,472,72,0,1,0,0,1
488,320,72,480,624,72,480,72,0,1,0,0,1
488,312,72,488,624,72,488,72,0,1,0,0,1
488,304,72,496,624,72,496,72,0,1,0,0,1
488,296,72,504,624,72,504,72,0,1,0,0,1
488,288,72,512,624,72,512,72,0,1,0,0,1
488,280,72,520,624,72,520,72,0,1,0,0,1
488,272,72,528,624,72,528,72,0,1,0,0,1
488,264,72,536,624,72,536,72,0,1,0,0,1
488,256,72,544,624,72,544,72,0,1,0,0,1
488,248,72,552,624,72,552,72,0,1,0,0,1
488,240,72,560,624,72,560,72,0,1,0,0,1
488,232,72,568,624,72,568,72,0,1,0,0,1
488,224,72,576,624,72,576,72,0,1,0,0,1
488,216,72,584,624,72,584,72,0,1,0,0,1
488,208,72,592,624,72,592,72,0,1,0,0,1
488,200,72,600,624,72,600,72,0,1,0,0,1
488,192,72,608,592,536,608,72,1,0,0,1,3
488,200,72,600,592,536,600,72,1,0,0,1,3
488,208,72,592,592,536,592,72,1,0,0,0,0
480,208,80,592,592,536,592,80,1,0,0,0,0
472,208,88,592,592,536,592,88,1,0,0,0,0
464,208,96,592,592,536,592,96,1,0,0,0,0
456,208,104,592,592,536,592,104,1,0,0,0,0
448,208,112,592,592,536,592,112,1,0,0,0,0
440,208,120,592,592,536,592,120,1,0,0,0,0
432,208,128,592,592,536,592,128,1,0,0,0,0
424,208,136,592,592,536,592,136,1,0,0,0,0
416,208,144,592,592,536,592,144,1,0,0,0,0
408,208,152,592,592,536,592,152,1,0,0,0,0
400,208,160,592,592,536,592,160,1,0,0,0,0
392,208,168,592,592,536,592,168,1,0,0,0,0
384,208,176,592,592,536,592,176,1,0,0,0,0
376,208,184,592,592,536,592,184,1,0,0,0,0
368,208,192,592,592,536,592,192,1,0,0,0,0
360,208,200,592,592,536,592,200,1,0,0,0,0
352,208,208,592,592,536,592,208,1,0,0,0,0
344,208,216,592,592,536,592,216,1,0,0,0,0
336,208,224,592,592,536,592,224,1,0,0,0,0
328,208,232,592,592,536,592,232,1,0,0,0,0
320,208,240,592,592,536,592,240,1,0,0,0,0
312,208,248,592,592,536,592,248,1,0,0,0,0
304,208,256,592,592,536,592,256,1,0,0,0,0
296,208,264,592,592,536,592,264,1,0,0,0,0
288,208,272,592,592,536,592,272,1,0,0,0,0
280,208,280,592,592,536,592,280,1,0,0,0,0
272,208,288,592,592,536,592,288,1,0,0,0,0
264,208,296,592,592,536,592,296,1,0,0,0,0
256,208,304,592,592,536,592,304,1,0,0,0,0
248,208,312,592,592,536,592,312,1,0,0,0,0
240,208,320,592,592,536,592,320,1,0,0,0,0
232,208,328,592,592,536,592,328,1,0,0,0,0
224,208,336,592,592,536,592,336,1,0,0,0,0
216,208,344,592,592,536,592,344,1,0,0,0,0
208,208,352,592,592,536,592,352,1,0,0,0,0
200,208,360,592,592,536,592,360,1,0,0,0,0
192,208,368,592,592,536,592,368,1,0,0,0,0
184,208,376,592,592,536,592,376,1,0,0,0,0
176,208,384,592,592,536,592,384,1,0,0,0,0
168,208,392,592,592,536,592,392,1,0,0,0,0
160,208,400,592,592,536,592,400,1,0,0,0,0
152,208,408,592,592,536,592,408,1,0,0,0,0
144,208,416,592,592,536,592,416,1,0,0,0,0
136,208,424,592,592,536,592,424,1,0,0,0,0
128,208,432,592,592,536,592,432,1,0,0,0,0
120,208,440,592,592,536,592,440,1,0,0,0,0
112,208,448,592,592,536,592,448,1,0,0,0,0
104,208,456,592,592,536,592,456,1,0,0,0,0
96,208,464,592,592,536,592,464,1,0,0,0,0
88,208,472,592,592,536,592,472,1,0,0,0,0
80,208,480,592,592,536,592,480,1,0,0,0,0
72,208,488,592,592,536,592,488,1,0,0,0,0
64,208,496,592,592,536,592,496,1,0,0,0,0
56,208,504,592,592,536,592,504,1,0,0,0,0
48,208,512,592,592,536,592,512,1,0,0,0,0
40,208,520,592,120,440,592,520,0,0,1,1,2
48,208,512,592,120,440,592,512,0,0,1,1,2
56,208,504,592,120,440,592,504,0,0,1,1,2
64,208,496,592,120,440,592,496,0,0,1,1,2
72,208,488,592,120,440,592,488,0,0,1,1,2
80,208,480,592,120,440,592,480,0,0,1,1,2
88,208,472,592,120,440,592,472,0,0,1,1,2
96,208,464,592,120,440,592,464,0,0,1,1,2
104,208,456,592,120,440,592,456,0,0,1,1,2
112,208,448,592,120,440,592,448,0,0,1,1,2
120,208,440,592,120,440,592,440,0,0,0,1,3
120,216,440,584,120,440,584,440,0,0,0,1,3
120,224,440,576,120,440,576,440,0,0,0,1,3
120,232,440,568,120,440,568,440,0,0,0,1,3
120,240,440,560,120,440,560,440,0,0,0,1,3
120,248,440,552,120,440,552,440,0,0,0,1,3
120,256,440,544,120,440,544,440,0,0,0,1,3
120,264,440,536,120,440,536,440,0,0,0,1,3
120,272,440,528,120,440,528,440,0,0,0,1,3
120,280,440,520,120,440,520,440,0,0,0,1,3
120,288,440,512,120,440,512,440,0,0,0,1,3
120,296,440,504,120,440,504,440,0,0,0,1,3
120,304,440,496,120,440,496,440,0,0,0,1,3
120,312,440,488,120,440,488,440,0,0,0,1,3
120,320,440,480,120,440,480,440,0,0,0,1,3
120,328,440,472,120,440,472,440,0,0,0,1,3
120,336,440,464,120,440,464,440,0,0,0,1,3
120,344,440,456,120,440,456,440,0,0,0,1,3
120,352,440,448,120,440,448,440,0,0,0,1,3
120,360,440,440,120,440,440,440,0,0,0,1,3
120,368,440,432,120,440,432,440,0,0,0,1,3
120,376,440,424,120,440,424,440,0,0,0,1,3
120,384,440,416,120,440,416,440,0,0,0,1,3
120,392,440,408,120,440,408,440,0,0,0,1,3
120,400,440,400,120,440,400,440,0,0,0,1,3
120,408,440,392,120,440,392,440,0,0,0,1,3
120,416,440,384,120,440,384,440,0,0,0,1,3
120,424,440,376,120,440,376,440,0,0,0,1,3
120,432,440,368,120,440,368,440,0,0,0,1,3
120,440,440,360,120,440,360,440,0,0,0,1,3
120,448,440,352,120,440,352,440,0,0,0,1,3
120,456,440,344,120,440,344,440,0,0,0,1,3
120,464,440,336,120,440,336,440,0,0,0,1,3
120,472,440,328,120,440,328,440,0,0,0,1,3
120,480,440,320,120,440,320,440,0,0,0,1,3
120,488,440,312,120,440,312,440,0,0,0,1,3
120,496,440,304,120,440,304,440,0,0,0,1,3
120,504,440,296,120,440,296,440,0,0,0,1,3
120,512,440,288,120,440,288,440,0,0,0,1,3
120,520,440,280,120,440,280,440,0,0,0,1,3
120,528,440,272,120,440,272,440,0,0,0,1,3
120,536,440,264,120,440,264,440,0,0,0,1,3
120,544,440,256,120,440,256,440,0,0,0,1,3
120,552,440,248,120,440,248,440,0,0,0,1,3
120,560,440,240,120,440,240,440,0,0,0,1,3
120,568,440,232,120,440,232,440,0,0,0,1,3
120,576,440,224,120,440,224,440,0,0,0,1,3
120,584,440,216,120,440,216,440,0,0,0,1,3
120,592,440,208,120,440,208,440,0,0,0,1,3
120,600,440,200,120,440,200,440,0,0,0,1,3
120,608,440,192,120,440,192,440,0,0,0,1,3
120,616,440,184,120,440,184,440,0,0,0,1,3
120,624,440,176,120,440,176,440,0,0,0,1,3
120,632,440,168,120,440,168,440,0,0,0,1,3
120,640,440,160,120,440,160,440,0,0,0,1,3
120,648,440,152,120,440,152,440,0,0,0,1,3
120,656,440,144,120,440,144,440,0,0,0,1,3
120,664,440,136,768,56,136,440,0,1,1,0,2
128,664,432,136,768,56,136,432,0,1,1,0,2
136,664,424,136,768,56,136,424,0,1,1,0,2
144,664,416,136,768,56,136,416,0,1,1,0,2
152,664,408,136,768,56,136,408,0,1,1,0,2
160,664,400,136,768,56,136,400,0,1,1,0,2
168,664,392,136,768,56,136,392,0,1,1,0,2
176,664,384,136,768,56,136,384,0,1,1,0,2
184,664,376,136,768,56,136,376,0,1,1,0,2
192,664,368,136,768,56,136,368,0,1,1,0,2
200,664,360,136,768,56,136,360,0,1,1,0,2
208,664,352,136,768,56,136,352,0,1,1,0,2
216,664,344,136,768,56,136,344,0,1,1,0,2
224,664,336,136,768,56,136,336,0,1,1,0,2
232,664,328,136,768,56,136,328,0,1,1,0,2
240,664,320,136,768,56,136,320,0,1,1,0,2
248,664,312,136,768,56,136,312,0,1,1,0,2
256,664,304,136,768,56,136,304,0,1,1,0,2
264,664,296,136,768,56,136,296,0,1,1,0,2
272,664,288,136,768,56,136,288,0,1,1,0,2
280,664,280,136,768,56,136,280,0,1,1,0,2
288,664,272,136,768,56,136,272,0,1,1,0,2
296,664,264,136,768,56,136,264,0,1,1,0,2
304,664,256,136,768,56,136,256,0,1,1,0,2
312,664,248,136,768,56,136,248,0,1,1,0,2
320,664,240,136,768,56,136,240,0,1,1,0,2
328,664,232,136,768,56,136,232,0,1,1,0,2
336,664,224,136,768,56,136,224,0,1,1,0,2
344,664,216,136,768,56,136,216,0,1,1,0,2
352,664,208,136,768,56,136,208,0,1,1,0,2
360,664,200,136,768,56,136,200,0,1,1,0,2
368,664,192,136,768,56,136,192,0,1,1,0,2
376,664,184,136,768,56,136,184,0,1,1,0,2
384,664,176,136,768,56,136,176,0,1,1,0,2
392,664,168,136,768,56,136,168,0,1,1,0,2
400,664,160,136,768,56,136,160,0,1,1,0,2
408,664,152,136,768,56,136,152,0,1,1,0,2
416,664,144,136,768,56,136,144,0,1,1,0,2
424,664,136,136,768,56,136,136,0,1,1,0,2
432,664,128,136,768,56,136,128,0,1,1,0,2
440,664,120,136,768,56,136,120,0,1,1,0,2
448,664,112,136,768,56,136,112,0,1,1,0,2
456,664,104,136,768,56,136,104,0,1,1,0,2
464,664,96,136,768,56,136,96,0,1,1,0,2
472,664,88,136,768,56,136,88,0,1,1,0,2
480,664,80,136,768,56,136,80,0,1,1,0,2
488,664,72,136,768,56,136,72,0,1,1,0,2
496,664,64,136,768,56,136,64,0,1,1,0,2
504,664,56,136,768,56,136,56,0,1,0,0,1
504,656,56,144,768,56,144,56,0,1,0,0,1
504,648,56,152,768,56,152,56,0,1,0,0,1
504,640,56,160,768,56,160,56,0,1,0,0,1
504,632,56,168,768,56,168,56,0,1,0,0,1
504,624,56,176,768,56,176,56,0,1,0,0,1
504,616,56,184,768,56,184,56,0,1,0,0,1
504,608,56,192,768,56,192,56,0,1,0,0,1
504,600,56,200,768,56,200,56,0,1,0,0,1
504,592,56,208,768,56,208,56,0,1,0,0,1
504,584,56,216,768,56,216,56,0,1,0,0,1
504,576,56,224,768,56,224,56,0,1,0,0,1
504,568,56,232,768,56,232,56,0,1,0,0,1
504,560,56,240,768,56,240,56,0,1,0,0,1
504,552,56,248,768,56,248,56,0,1,0,0,1
504,544,56,256,768,56,256,56,0,1,0,0,1
504,536,56,264,768,56,264,56,0,1,0,0,1
504,528,56,272,768,56,272,56,0,1,0,0,1
504,520,56,280,768,56,280,56,0,1,0,0,1
504,512,56,288,768,56,288,56,0,1,0,0,1
504,504,56,296,768,56,296,56,0,1,0,0,1
504,496,56,304,768,56,304,56,0,1,0,0,1
504,488,56,312,768,56,312,56,0,1,0,0,1
504,480,56,320,768,56,320,56,0,1,0,0,1
504,472,56,328,768,56,328,56,0,1,0,0,1
504,464,56,336,768,56,336,56,0,1,0,0,1
504,456,56,344,768,56,344,56,0,1,0,0,1
504,448,56,352,768,56,352,56,0,1,0,0,1
504,440,56,360,768,56,360,56,0,1,0,0,1
504,432,56,368,768,56,368,56,0,1,0,0,1
504,424,56,376,768,56,376,56,0,1,0,0,1
504,416,56,384,768,56,384,56,0,1,0,0,1
504,408,56,392,768,56,392,56,0,1,0,0,1
504,400,56,400,768,56,400,56,0,1,0,0,1
504,392,56,408,768,56,408,56,0,1,0,0,1
504,384,56,416,768,56,416,56,0,1,0,0,1
504,376,56,424,768,56,424,56,0,1,0,0,1
504,368,56,432,768,56,432,56,0,1,0,0,1
504,360,56,440,768,56,440,56,0,1,0,0,1
504,352,56,448,768,56,448,56,0,1,0,0,1
504,344,56,456,768,56,456,56,0,1,0,0,1
504,336,56,464,768,56,464,56,0,1,0,0,1
504,328,56,472,768,56,472,56,0,1,0,0,1
504,320,56,480,768,56,480,56,0,1,0,0,1
504,312,56,488,768,56,488,56,0,1,0,0,1
504,304,56,496,768,56,496,56,0,1,0,0,1
504,296,56,504,768,56,504,56,0,1,0,0,1
504,288,56,512,768,56,512,56,0,1,0,0,1
504,280,56,520,768,56,520,56,0,1,0,0,1
504,272,56,528,768,56,528,56,0,1,0,0,1
504,264,56,536,768,56,536,56,0,1,0,0,1
504,256,56,544,768,56,544,56,0,1,0,0,1
504,248,56,552,768,56,552,56,0,1,0,0,1
504,240,56,560,768,56,560,56,0,1,0,0,1
504,232,56,568,768,56,568,56,0,1,0,0,1
504,224,56,576,768,56,576,56,0,1,0,0,1
504,216,56,584,768,56,584,56,0,1,0,0,1
504,208,56,592,768,56,592,56,0,1,0,0,1
504,200,56,600,768,56,600,56,0,1,0,0,1
504,192,56,608,768,56,608,56,0,1,0,0,1
504,184,56,616,768,56,616,56,0,1,0,0,1
504,176,56,624,768,56,624,56,0,1,0,0,1
504,168,56,632,768,56,632,56,0,1,0,0,1
504,160,56,640,768,56,640,56,0,1,0,0,1
504,152,56,648,768,56,648,56,0,1,0,0,1
504,144,56,656,768,56,656,56,0,1,0,0,1
504,136,56,664,768,56,664,56,0,1,0,0,1
504,128,56,672,768,56,672,56,0,1,0,0,1
504,120,56,680,768,56,680,56,0,1,0,0,1
504,112,56,688,768,56,688,56,0,1,0,0,1
504,104,56,696,768,56,696,56,0,1,0,0,1
504,96,56,704,768,56,704,56,0,1,0,0,1
504,88,56,712,768,56,712,56,0,1,0,0,1
504,80,56,720,768,56,720,56,0,1,0,0,1
504,72,56,728,768,56,728,56,0,1,0,0,1
504,64,56,736,768,56,736,56,0,1,0,0,1
504,56,56,744,768,56,744,56,0,1,0,0,1
504,48,56,752,728,368,752,56,1,0,0,1,3
504,56,56,744,728,368,744,56,1,0,0,1,3
504,64,56,736,728,368,736,56,1,0,0,1,3
504,72,56,728,728,368,728,56,1,0,0,0,0
496,72,64,728,728,368,728,64,1,0,0,0,0
488,72,72,728,728,368,728,72,1,0,0,0,0
480,72,80,728,728,368,728,80,1,0,0,0,0
472,72,88,728,728,368,728,88,1,0,0,0,0
464,72,96,728,728,368,728,96,1,0,0,0,0
456,72,104,728,728,368,728,104,1,0,0,0,0
448,72,112,728,728,368,728,112,1,0,0,0,0
440,72,120,728,728,368,728,120,1,0,0,0,0
432,72,128,728,728,368,728,128,1,0,0,0,0
424,72,136,728,728,368,728,136,1,0,0,0,0
416,72,144,728,728,368,728,144,1,0,0,0,0
408,72,152,728,728,368,728,152,1,0,0,0,0
400,72,160,728,728,368,728,160,1,0,0,0,0
392,72,168,728,728,368,728,168,1,0,0,0,0
384,72,176,728,728,368,728,176,1,0,0,0,0
376,72,184,728,728,368,728,184,1,0,0,0,0
368,72,192,728,728,368,728,192,1,0,0,0,0
360,72,200,728,728,368,728,200,1,0,0,0,0
352,72,208,728,728,368,728,208,1,0,0,0,0
344,72,216,728,728,368,728,216,1,0,0,0,0
336,72,224,728,728,368,728,224,1,0,0,0,0
328,72,232,728,728,368,728,232,1,0,0,0,0
320,72,240,728,728,368,728,240,1,0,0,0,0
312,72,248,728,728,368,728,248,1,0,0,0,0
304,72,256,728,728,368,728,256,1,0,0,0,0
296,72,264,728,728,368,728,264,1,0,0,0,0
288,72,272,728,728,368,728,272,1,0,0,0,0
280,72,280,728,728,368,728,280,1,0,0,0,0
272,72,288,728,728,368,728,288,1,0,0,0,0
264,72,296,728,728,368,728,296,1,0,0,0,0
256,72,304,728,728,368,728,304,1,0,0,0,0
248,72,312,728,728,368,728,312,1,0,0,0,0
240,72,320,728,728,368,728,320,1,0,0,0,0
232,72,328,728,728,368,728,328,1,0,0,0,0
224,72,336,728,728,368,728,336,1,0,0,0,0
216,72,344,728,728,368,728,344,1,0,0,0,0
208,72,352,728,312,88,728,352,0,0,1,1,2
216,72,344,728,312,88,728,344,0,0,1,1,2
224,72,336,728,312,88,728,336,0,0,1,1,2
232,72,328,728,312,88,728,328,0,0,1,1,2
240,72,320,728,312,88,728,320,0,0,1,1,2
248,72,312,728,312,88,728,312,0,0,1,1,2
256,72,304,728,312,88,728,304,0,0,1,1,2
264,72,296,728,312,88,728,296,0,0,1,1,2
272,72,288,728,312,88,728,288,0,0,1,1,2
280,72,280,728,312,88,728,280,0,0,1,1,2
288,72,272,728,312,88,728,272,0,0,1,1,2
296,72,264,728,312,88,728,264,0,0,1,1,2
304,72,256,728,312,88,728,256,0,0,1,1,2
312,72,248,728,312,88,728,248,0,0,1,1,2
320,72,240,728,312,88,728,240,0,0,1,1,2
328,72,232,728,312,88,728,232,0,0,1,1,2
336,72,224,728,312,88,728,224,0,0,1,1,2
344,72,216,728,312,88,728,216,0,0,1,1,2
352,72,208,728,312,88,728,208,0,0,1,1,2
360,72,200,728,312,88,728,200,0,0,1,1,2
368,72,192,728,312,88,728,192,0,0,1,1,2
376,72,184,728,312,88,728,184,0,0,1,1,2
384,72,176,728,312,88,728,176,0,0,1,1,2
392,72,168,728,312,88,728,168,0,0,1,1,2
400,72,160,728,312,88,728,160,0,0,1,1,2
408,72,152,728,312,88,728,152,0,0,1,1,2
416,72,144,728,312,88,728,144,0,0,1,1,2
424,72,136,728,312,88,728,136,0,0,1,1,2
432,72,128,728,312,88,728,128,0,0,1,1,2
440,72,120,728,312,88,728,120,0,0,1,1,2
448,72,112,728,312,88,728,112,0,0,1,1,2
456,72,104,728,312,88,728,104,0,0,1,1,2
464,72,96,728,312,88,728,96,0,0,1,1,2
472,72,88,728,312,88,728,88,0,0,0,1,3
472,80,88,720,312,88,720,88,0,0,0,1,3
472,88,88,712,312,88,712,88,0,0,0,1,3
472,96,88,704,312,88,704,88,0,0,0,1,3
472,104,88,696,312,88,696,88,0,0,0,1,3
472,112,88,688,312,88,688,88,0,0,0,1,3
472,120,88,680,312,88,680,88,0,0,0,1,3
472,128,88,672,312,88,672,88,0,0,0,1,3
472,136,88,664,312,88,664,88,0,0,0,1,3
472,144,88,656,312,88,656,88,0,0,0,1,3
472,152,88,648,312,88,648,88,0,0,0,1,3
472,160,88,640,312,88,640,88,0,0,0,1,3
472,168,88,632,312,88,632,88,0,0,0,1,3
472,176,88,624,312,88,624,88,0,0,0,1,3
472,184,88,616,312,88,616,88,0,0,0,1,3
472,192,88,608,312,88,608,88,0,0,0,1,3
472,200,88,600,312,88,600,88,0,0,0,1,3
472,208,88,592,312,88,592,88,0,0,0,1,3
472,216,88,584,312,88,584,88,0,0,0,1,3
472,224,88,576,312,88,576,88,0,0,0,1,3
472,232,88,568,312,88,568,88,0,0,0,1,3
472,240,88,560,312,88,560,88,0,0,0,1,3
472,248,88,552,312,88,552,88,0,0,0,1,3
472,256,88,544,312,88,544,88,0,0,0,1,3
472,264,88,536,312,88,536,88,0,0,0,1,3
472,272,88,528,312,88,528,88,0,0,0,1,3
472,280,88,520,312,88,520,88,0,0,0,1,3
472,288,88,512,312,88,512,88,0,0,0,1,3
472,296,88,504,312,88,504,88,0,0,0,1,3
472,304,88,496,312,88,496,88,0,0,0,1,3
472,312,88,488,312,88,488,88,0,0,0,1,3
472,320,88,480,312,88,480,88,0,0,0,1,3
472,328,88,472,312,88,472,88,0,0,0,1,3
472,336,88,464,312,88,464,88,0,0,0,1,3
472,344,88,456,312,88,456,88,0,0,0,1,3
472,352,88,448,312,88,448,88,0,0,0,1,3
472,360,88,440,312,88,440,88,0,0,0,1,3
472,368,88,432,312,88,432,88,0,0,0,1,3
472,376,88,424,312,88,424,88,0,0,0,1,3
472,384,88,416,312,88,416,88,0,0,0,1,3
472,392,88,408,312,88,408,88,0,0,0,1,3
472,400,88,400,312,88,400,88,0,0,0,1,3
472,408,88,392,312,88,392,88,0,0,0,1,3
472,416,88,384,312,88,384,88,0,0,0,1,3
472,424,88,376,312,88,376,88,0,0,0,1,3
472,432,88,368,312,88,368,88,0,0,0,1,3
472,440,88,360,312,88,360,88,0,0,0,1,3
472,448,88,352,312,88,352,88,0,0,0,1,3
472,456,88,344,312,88,344,88,0,0,0,1,3
472,464,88,336,312,88,336,88,0,0,0,1,3
472,472,88,328,64,400,328,88,1,0,0,1,3
472,480,88,320,64,400,320,88,1,0,0,1,3
472,488,88,312,64,400,312,88,1,0,0,1,3
472,496,88,304,64,400,304,88,1,0,0,1,3
472,504,88,296,64,400,296,88,1,0,0,1,3
472,512,88,288,64,400,288,88,1,0,0,1,3
472,520,88,280,64,400,280,88,1,0,0,1,3
472,528,88,272,64,400,272,88,1,0,0,1,3
472,536,88,264,64,400,264,88,1,0,0,1,3
472,544,88,256,64,400,256,88,1,0,0,1,3
472,552,88,248,64,400,248,88,1,0,0,1,3
472,560,88,240,64,400,240,88,1,0,0,1,3
472,568,88,232,64,400,232,88,1,0,0,1,3
472,576,88,224,64,400,224,88,1,0,0,1,3
472,584,88,216,64,400,216,88,1,0,0,1,3
472,592,88,208,64,400,208,88,1,0,0,1,3
472,600,88,200,64,400,200,88,1,0,0,1,3
472,608,88,192,64,400,192,88,1,0,0,1,3
472,616,88,184,64,400,184,88,1,0,0,1,3
472,624,88,176,64,400,176,88,1,0,0,1,3
472,632,88,168,64,400,168,88,1,0,0,1,3
472,640,88,160,64,400,160,88,1,0,0,1,3
472,648,88,152,64,400,152,88,1,0,0,1,3
472,656,88,144,64,400,144,88,1,0,0,1,3
472,664,88,136,64,400,136,88,1,0,0,1,3
472,672,88,128,64,400,128,88,1,0,0,1,3
472,680,88,120,64,400,120,88,1,0,0,1,3
472,688,88,112,64,400,112,88,1,0,0,1,3
472,696,88,104,64,400,104,88,1,0,0,1,3
472,704,88,96,64,400,96,88,1,0,0,1,3
472,712,88,88,64,400,88,88,1,0,0,1,3
472,720,88,80,64,400,80,88,1,0,0,1,3
472,728,88,72,64,400,72,88,1,0,0,1,3
472,736,88,64,64,400,64,88,1,0,0,0,0
464,736,96,64,64,400,64,96,1,0,0,0,0
456,736,104,64,64,400,64,104,1,0,0,0,0
448,736,112,64,64,400,64,112,1,0,0,0,0
440,736,120,64,64,400,64,120,1,0,0,0,0
432,736,128,64,64,400,64,128,1,0,0,0,0
424,736,136,64,64,400,64,136,1,0,0,0,0
416,736,144,64,64,400,64,144,1,0,0,0,0
408,736,152,64,64,400,64,152,1,0,0,0,0
400,736,160,64,64,400,64,160,1,0,0,0,0
392,736,168,64,64,400,64,168,1,0,0,0,0
384,736,176,64,64,400,64,176,1,0,0,0,0
376,736,184,64,64,400,64,184,1,0,0,0,0
368,736,192,64,64,400,64,192,1,0,0,0,0
360,736,200,64,64,400,64,200,1,0,0,0,0
352,736,208,64,64,400,64,208,1,0,0,0,0
344,736,216,64,64,400,64,216,1,0,0,0,0
336,736,224,64,64,400,64,224,1,0,0,0,0
328,736,232,64,64,400,64,232,1,0,0,0,0
320,736,240,64,64,400,64,240,1,0,0,0,0
312,736,248,64,64,400,64,248,1,0,0,0,0
304,736,256,64,64,400,64,256,1,0,0,0,0
296,736,264,64,64,400,64,264,1,0,0,0,0
288,736,272,64,64,400,64,272,1,0,0,0,0
280,736,280,64,64,400,64,280,1,0,0,0,0
272,736,288,64,64,400,64,288,1,0,0,0,0
264,736,296,64,64,400,64,296,1,0,0,0,0
256,736,304,64,64,400,64,304,1,0,0,0,0
248,736,312,64,64,400,64,312,1,0,0,0,0
240,736,320,64,64,400,64,320,1,0,0,0,0
232,736,328,64,64,400,64,328,1,0,0,0,0
224,736,336,64,64,400,64,336,1,0,0,0,0
216,736,344,64,64,400,64,344,1,0,0,0,0
208,736,352,64,64,400,64,352,1,0,0,0,0
200,736,360,64,64,400,64,360,1,0,0,0,0
192,736,368,64,64,400,64,368,1,0,0,0,0
184,736,376,64,64,400,64,376,1,0,0,0,0
176,736,384,64,272,464,64,384,1,1,0,0,0
168,736,392,64,272,464,64,392,1,1,0,0,0
160,736,400,64,272,464,64,400,1,1,0,0,0
152,736,408,64,272,464,64,408,1,1,0,0,0
144,736,416,64,272,464,64,416,1,1,0,0,0
136,736,424,64,272,464,64,424,1,1,0,0,0
128,736,432,64,272,464,64,432,1,1,0,0,0
120,736,440,64,272,464,64,440,1,1,0,0,0
112,736,448,64,272,464,64,448,1,1,0,0,0
104,736,456,64,272,464,64,456,1,1,0,0,0
96,736,464,64,272,464,64,464,0,1,0,0,1
96,728,464,72,272,464,72,464,0,1,0,0,1
96,720,464,80,272,464,80,464,0,1,0,0,1
96,712,464,88,272,464,88,464,0,1,0,0,1
96,704,464,96,272,464,96,464,0,1,0,0,1
96,696,464,104,272,464,104,464,0,1,0,0,1
96,688,464,112,272,464,112,464,0,1,0,0,1
96,680,464,120,272,464,120,464,0,1,0,0,1
96,672,464,128,272,464,128,464,0,1,0,0,1
96,664,464,136,272,464,136,464,0,1,0,0,1
96,656,464,144,272,464,144,464,0,1,0,0,1
96,648,464,152,272,464,152,464,0,1,0,0,1
96,640,464,160,272,464,160,464,0,1,0,0,1
96,632,464,168,272,464,168,464,0,1,0,0,1
96,624,464,176,272,464,176,464,0,1,0,0,1
96,616,464,184,272,464,184,464,0,1,0,0,1
